name,adresse1,postal_code,commune,city,latitude,longitude,phone,email,website,access,epoque,descriptif
"Académie des Sciences, Belles Lettres et Arts de Lyon - Palais Saint Jean",4 avenue Adolphe Max,69005,Lyon 5ème,,45.759990,4.827323,,,,"Métro D : station Vieux-Lyon - Bus C20, 27, 31 : Vieux Lyon",XIIIe-XIXe," Institution intellectuelle lyonnaise et société savante créée en 1700. Elle est installée dans une aile du Palais Saint-Jean, ancien archevêché."
Lycée Saint-Just,21 rue des Farges,69005,Lyon 5ème,,45.757106,4.821164,,,,Funiculaire Saint-Just : Minimes,XIXe , Ancien grand séminaire de Lyon. 
Chapelle de l'hôpital de Fourvière,10 rue Roger Radisson,69005,Lyon 5ème,,45.760355,4.818640,,,,Funiculaire F2 : Fourvière - Bus 90 : Jaricot,XIXe ,"Au coeur d'un parc de 5ha, chapelle hospitalière récemment rénovée."
Eglise Saint-Georges,Quai Fulchiron,69005,Lyon 5ème,,45.757583,4.825616,,,,"Métro D : station Vieux Lyon – Bus 31, C20, C20E : Saint-Georges, 27 : terminus Vieux Lyon",XIXe ,"Église de style néo-gothique, construite par l'architecte Pierre-Marie Bossan, sur l'emplacement de l'antique église de la Commanderie."
Basilique Notre-Dame de Fourvière,8 place de Fourvière,69005,Lyon 5ème,,45.762011,4.821965,,,,Funiculaire : Fourvière,XIXe ,"Œuvre de Pierre Bossan inaugurée en 1896, aux influences gothiques et byzantines, inscrite aux Monuments historiques."
Eglise Saint-Just,39 rue des Farges,69005,Lyon 5ème,,45.756483,4.820130,,,,Funiculaire : St-Just Minimes,XVIe-XVIIe ,Eglise baroque avec une belle façade du XVIIIe siècle de l'architecte Delamonce.
Maison de Pauline Jaricot,42 montée Saint-Barthélemy,69005,Lyon 5ème,,45.761781,4.824122,,,,Funiculaire Saint-Just : Minimes ; Depuis Fourvière par le jardin du Rosaire. Depuis Saint Jean par le Funiculaire de Fourvière et les jardins du Rosaire ou à pied par la montée des Chazeaux.,XVIe ,Belle bâtisse dans laquelle Pauline Jaricot vécut au XIXe siècle. Inscrite Monument historique.
Musées Gadagne,1 place du Petit Collège,69005,Lyon 5ème,,45.764005,4.827684,04 78 42 03 61,gadagne@mairie-lyon.fr,http://www.gadagne.musees.lyon.fr,Métro D : Vieux-Lyon - Bus C3 : Saint-Paul,XVIe-XXIe,"L’ensemble Gadagne, édifice datant de la Renaissance, accueille le musée d’histoire de Lyon et le musée des marionnettes du monde."
Chocolaterie Guillaume Daix,3 rue Louis Carrand,69005,Lyon 5ème,,45.765451,4.828441,,,,"Métro D : station Vieux-Lyon – Bus C3 : Saint-Paul, Bus 31 : Pont la Feuillée",XVIIe ,"Classé aux Bâtiments de France, local restauré en 2009 pour devenir une Fabrique artisanale de chocolaterie biologique."
Chapelle Sainte-Philomène aux Lazaristes,24 montée saint Barthélémy,69005,Lyon 5ème,,45.764130,4.825965,,,,"Bus C3: Gare Saint Paul, C14 : Saint Paul",XVIIIe ,Chapelle au cœur du lycée des Lazaristes.
Temple du Change,1 place du Change,69005,Lyon 5ème,,45.764612,4.828185,,,,"Métro D : station Vieux Lyon - Bus C3, 40, 31 et Navette Presqu’île : Gare St Paul",XVIIIe  ,"Loge du Change devenue temple en 1803, construite par Roche sur les plans de Soufflot."
Instituto Cervantes,58 montée de Choulans,69005,Lyon 5ème,,45.753513,4.819134,,,,"Bus C20, C19, C21, 46, 49, 55 : Choulans-Tourelles",XXe ,Villa construite en 1923 par l’architecte lyonnais M. Roux-Spitz pour le fils de l’industriel fondateur de la société Weitz. Dédié à l'enseignement de la langue espagnole et la diffusion de la culture espagnole et des pays hispanophones.
L'Antiquaille,63 montée du chemin neuf - 1 rue de l'Antiquaille,69005,Lyon 5ème,,45.758223,4.822028,,,,Funiculaire Saint Just : Minimes,,"Ancien hôpital reconverti en opération immobilière intégrant une grande mixité de programmes : résidence étudiante, logements, musée du Christianisme, restaurant gastronomique, bureaux et bientôt, hôtel de luxe."
Lutherie Cédric Bon,101 quai Pierre Scize,69005,Lyon 5ème,,45.767341,4.825555,,,,"Bus C3 : Gare Saint-Paul, C14 Saint-Vincent",,"Atelier de lutherie de guitares, fabrication sur mesure et restauration."
Espace Culturel du Christianisme à Lyon,49 montée Saint Barthélémy,69005,Lyon 5ème,,45.760388,4.823415,,,,Funiculaire Saint Just :  Minimes,,"Haut lieu de mémoire et d'histoire du christianisme situé sur le site de l'ancien hôpital de l'Antiquaille, du cachot de Saint Pothin et de la crypte des martyrs de 177."
Nouvel Institut Franco-Chinois de Lyon,2 rue Sœur-Bouvier,69005,Lyon 5ème,,45.754470,4.812409,,,,"Bus (depuis Perrache) 46 et 49 : Saint-Irénée, C21 : Saint-Alexandre. Bus (depuis place Bellecour) C20E : Saint-Irénée, C20 : Saint-Alexandre – Funiculaire F1 : Saint Just",,"Installée dans l’ancien fort militaire Saint-Irénée, l’unique université chinoise hors de Chine a été ouverte à Lyon en 1921 et découle de la politique d’ouverture de la Chine aux études occidentales au début du XIXe siècle. "
Ecole Nationale Supérieure des Arts et Techniques du Théâtre (ENSATT),4 rue Sœur Bouvier,69005,Lyon 5ème,,45.753151,4.811453,,,,"Bus (depuis Perrache) 46 et 49 : Saint-Irénée, C21 : Saint-Alexandre. Bus (depuis place Bellecour) C20E : Saint-Irénée, C20 : Saint-Alexandre – Funiculaire F1 : Saint Just",,L'Ecole Nationale Supérieure des Arts et Techniques du Théâtre est installée depuis 1997 dans le 5e arrondissement
Musée d'art religieux de Fourvière,8 place de Fourvière,69005,Lyon 5ème,,45.762329,4.821625,,,,Funiculaire : Fourvière,,Musée d’art religieux présentant des expositions temporaires et une partie du trésor de Fourvière.
Musée des Automates,100 rue Saint-Georges,69005,Lyon 5ème,,45.756205,4.824223,,,,"Métro D : station Vieux-Lyon - Bus C20, C20E, 31 : Saint-Georges",,Une collection de 250 automates exposées sous forme de scènes animées.
Renaissance du Vieux Lyon (RVL),50 rue Saint-Jean,69005,Lyon 5ème,,45.762168,4.827480,,,,Métro D : station Vieux-Lyon,,
Parc de la Visitation,23 rue Roger Radisson,69005,Lyon 5ème,,45.759529,4.815919,,,,"Bus 90 : Bastion ou Jarricot, C21, C20 : Trion – Funiculaire F2 : Fourvière",,
Place Benoit Crépu,0,69005,Lyon 5ème,,45.758255,4.826124,,,,Métro D : Vieux-Lyon,,
Mairie du 6ème arrondissement,58 rue de Sèze,69006,Lyon 6ème,,45.768414,4.849305,04 72 83 15 00,,http://www.mairie6.lyon.fr,Métro A : Foch ou Masséna,XIXe ,"La mairie est installée depuis 1913 dans l'externat de la Trinité, ancien collège des Jésuites, dont les bâtiments furent construits en 1865."
Eglise Saint Pothin,127 rue de Créqui,69006,Lyon 6ème,,45.766350,4.844840,,,,Métro A - Bus C4-27 : Foch,XIXe ,Eglise de style néo-classique inscrite Monument historique.
Hôtel du gouverneur,38 avenue du Maréchal-Foch,69006,Lyon 6ème,,45.771085,4.843387,,,,Métro A : Foch - Bus C4-6-27 : Duquesne-Foch,XIXe ,"Hôtel particulier du baron Joseph Vitta, banquier et marchand de soie piémontais, datant de 1858, acquis en 1913 par la Ville de Lyon pour y loger le Gouverneur militaire."
Eglise Saint-Nom-de-Jésus,91 rue Tête d'Or,69006,Lyon 6ème,,45.766654,4.852897,,,,"Bus 4, 27 : Edgar-Quinet - Metro A : Masséna",XIXe ,"Inaugurée en 1863 pour être le lieu de culte du couvent dominicain qui porte le même nom, elle devient église paroissiale en 1909."
Parc de la Tête d'Or,1 boulevard du 11 novembre 1918,69006,Lyon 6ème,,45.778299,4.853468,,,,"Bus C1, C4, C5, C6, 27, 38 : Parc Tête d’Or",XIXe  ,Grand parc urbain comprenant un jardin botanique et un jardin zoologique de 8 ha.
Gare des Brotteaux,13bis place Jules Ferry,69006,Lyon 6ème,,45.767144,4.859300,,,,Métro A : Masséna - Métro B : Brotteaux - Bus C6,XXe ,"La gare des Brotteaux est construite en 1908 et fonctionne jusqu’en 1983. À partir de 2002, la gare est rénovée et accueille des activités de commerces et services. Labellisée Patrimoine du XXe siècle."
Brasserie des Brotteaux,1 place Jules Ferry,69006,Lyon 6ème,,45.767843,4.858943,,,,Métro B : Brotteaux,XXe ,"Brasserie construite en 1913, de style Art nouveau avec décors intérieurs et céramique, labellisée Patrimoine du XXe siècle."
Cinéma Bellecombe,61 rue d'Inkermann,69006,Lyon 6ème,,45.765727,4.865969,,,,Métro A : Charpennes - Bus C3 : Sainte-Geneviève – Tram T1 ou T4 : Collège Bellecombe ou Thiers Lafayette,XXe ,"Cinéma associatif depuis 1935, salle de cinéma à l'ancienne."
Lycée du Parc,1 boulevard Anatole France,69006,Lyon 6ème,,45.771444,4.856836,,,,Tram C1 et C6 : Vitton-Belges - Métro A : Masséna - Métro B : Brotteaux,XXe ,"Construit de 1902 à 1913, le bâtiment allie rationalité, hygiène et sobriété tout en manifestant par son étendue et son architecture puissante le message de la IIIème république. Labellisé ""Patrimoine du XXe siècle""."
Jardin botanique du Parc de la Tête d'Or,Parc de la Tête d'Or Allée du Pré Fleuri,69006,Lyon 6ème,,45.775039,4.855894,04 72 69 47 78,,http://www.jardin-botanique-lyon.com,"Métro A : Masséna - Bus 41, 36 : Parc Tête-d’Or Duquesne",,Jardin botanique comprenant des serres et une orangerie anciennes.
Musée d'Art Contemporain,81 quai Charles De Gaulle,69006,Lyon 6ème,,45.783686,4.851905,04 72 69 17 17,info@mac-lyon.com,www.mac-lyon.com,Bus C1-C4-C5 : Musée d'Art Contemporain,,
TLM,227 cours Lafayette,69006,Lyon 6ème,,45.763844,4.861071,,,,Tram T1 et Bus C3 : Thiers – Lafayette - Métro B et Tram T3 : arrêt Gare Part Dieu,,
Bâtiment Jules Weitz - Station de radio Lyon 1ère,14 rue Crépe - 3e étage (pas d'ascenseur),69007,Lyon 7ème,,45.739470,4.833689,,,,Métro B : Jean-Jaurès,XIXe ,"Ancienne usine de construction de grues à l’architecture de la fin du XIXème siècle, qui abrite aujourd'hui la radio d'info continue Lyon 1ère."
Eglise Notre-Dame-Saint-Louis,1 rue de la Madeleine,69007,Lyon 7ème,,45.750674,4.848112,,,,"Métro B-D : Saxe-Gambetta - Bus 9, 23 : Saint-Louis",XIXe ,"Construite par l’architecte Crépet, avec de beaux vitraux de Louis Guy consacrés à la vie de Saint-Louis et à la Vierge. Bénitier du VIIIe siècle, orgue rénové."
Chapelle du Prado et Maison Père Chevrier,13 rue Père-Chevrier,69007,Lyon 7ème,,45.750038,4.842072,,,,"Tram T1 : Université - Métro : Jean-Macé - Bus C4, C12, C14, 35 : Université Jean-Jaurès",XIXe ,"Ancienne salle de bal, transformée en chapelle et centre d’accueil pour enfants pauvres en 1861 par le Père Chevrier et les habitants du quartier."
Musée Africain,150 cours Gambetta,69007,Lyon 7ème,,45.750200,4.857751,04 78 61 60 98,musaf@missions-africaines.org,http://www.musee-africain-lyon.org,"Métro D : Garibaldi - Bus 9, 23, 36 : Manufacture des Tabacs",XIXe ,Le Musée Africain abrite l’une des rares collections françaises exclusivement dédiées aux civilisations de l’Afrique de l’Ouest.
Parc Blandan,37 rue du Repos,69007,Lyon 7ème,,45.745785,4.850839,,,,Bus C7: Lamothe-Domer - Tram T4: Manufacture-Montluc - Métro D : Garibaldi,XVe-XIXe-XXIe ,"Situé au carrefour des 3e, 7e et 8e arrdts., l'ancienne caserne Sergent Blandan s'est transformée en parc urbain de 17 ha."
Etablissement scolaire Chevreul Lestonnac,2 boulevard des Tchécoslovaques,69007,Lyon 7ème,,45.749326,4.859313,,,,,XXe-XXIe,"Etablissement scolaire installé depuis 2005 dans une ancienne église, construite dans les années 50 par l’architecte lyonnais Joseph Bacconnier. Des vitraux en dalles de verre créés par des artistes lyonnais, M. et Mme Paulin-Besson."
Mairie du 7ème arrondissement,16 place Jean Macé,69007,Lyon 7ème,,45.745844,4.841676,04 72 73 68 00,,http://www.mairie7.lyon.fr,"Métro B - Tram T2 - Bus C4, C14, C12 : Jean Macé - Gare SNCF",XXe ,"Inaugurée en 1920, la mairie est caractéristique des bâtiments publics de la IIIe République. Ornements et décorations intérieures abondants dont des décors du peintre Pierre Combet-Descombes."
Parc de Gerland,Allée Pierre de Coubertin,69007,Lyon 7ème,,45.723109,4.828534,,,,"Métro B, Bus 96 : Gerland",XXe ,"Le parc de Gerland a ouvert ses portes en juillet 2000. D’une surface de 20 ha, il trouvera sa plénitude avec une surface de 80 ha qui englobera le palais des sports, la plaine des jeux, le stade et la piscine."
Centre d'Histoire de la Résistance et de la Déportation (CHRD),14 avenue Berthelot,69007,Lyon 7ème,,45.747096,4.835864,04 78 72 23 11,,http://www.chrd.lyon.fr,Tram T2 : Centre Berthelot - Métro B : Jean Macé - Métro A : Perrache,XXe ,"Lieu de mémoire inauguré en 1992 dans l’ancienne école de santé militaire à l’intérieur des bâtiments où le chef de la Gestapo de Lyon, Klaus Barbie, a sévi."
Stade de Gerland,353 avenue Jean Jaurès,69007,Lyon 7ème,,45.723791,4.832345,,,,Métro B : stade de Gerland,XXe ,"Œuvre de l'architecte lyonnais Tony Garnier, le stade est mis en chantier en 1913. La Grande Guerre provoque la suspension les travaux qui reprennent en 1919, avec l'aide de prisonniers de guerre allemands. L'enceinte est finalement opérationnelle en 1920."
Eglise grecque orthodoxe,45 rue Père-Chevrier,69007,Lyon 7ème,,45.747994,4.845529,,,,"Métro : Jean Macé ou Saxe-Gambetta - Bus 4, 11, 18, 53 : Université-Jean-Jaurès",XXe ,Église représentative de l'art byzantin.
Ecole Normale Supérieure de Lyon - Site Jacques Monod,46 allée d'Italie,69007,Lyon 7ème,,45.729816,4.827159,,,,"Tram T1, bus C22 : ENS Lyon",XXe ,Le site Jacques Monod de l’ENS Lyon est consacré aux sciences.
Centre hospitalier Saint Luc Saint Joseph,20 quai Claude Bernard,69007,Lyon 7ème,,45.749807,4.835276,04 78 61 86 50,,http://www.ch-stjoseph-stluc-lyon.fr,Tram T1 : Quai Claude-Bernard - Tram T2 : Centre Berthelot,XXIe ,"Hôpital situé au cœur de la ville, en bordure du Rhône, né de la fusion de deux hôpitaux."
La Réserve,Angle des rues Benjamin Delessert et Georges Gouy - Face aux Bains Douches,69007,Lyon 7ème,,45.728143,4.833984,,,,Métro B : Stade de Gerland,XXIe ,"Aménagement artistique et écologique d’un espace en friche à Lyon Gerland, depuis juin 2010."
Jardin de l'Îlot d'Amaranthes,Angle rue Sébastien Gryphe et rue Montesquieu,69007,Lyon 7ème,,45.751902,4.843747,,,,"Métro B : Saxe Gambetta - Bus C4, C12, C14 : Thibaudière - Tram T1 : Saint-André",XXIe ,Jardins partagés urbains et jardin artistique créé par E. Louisgrand. Espace géré par les habitants dont les actions sont portées par l'association Brin d'Guill'.
"Immeuble ""Passerelle""",9 rue Mathieu Varille,69007,Lyon 7ème,,45.732846,4.826664,,,,Tram T1 : ENS Lyon,XXIe ,"Premier immeuble lyonnais composé de containers maritimes recyclés, acquis par Habitat et Humanisme pour héberger des personnes en situation précaire. Cet habitat modulable a ouvert ses portes en avril 2015."
Mission Gerland,181-203 avenue Jean Jaurès,69007,Lyon 7ème,,45.736389,4.836686,,,,Tram T1 : Debourg. Bus C7 : Jean Jaurès,,La Mission coordonne l'ensemble du projet de développement de Gerland. Elle a pour objectif de faire découvrir le projet et les mutations à l'œuvre et est l'interlocuteur privilégié de tous les acteurs et habitants du quartier.
Halte fluviale,9 avenue Leclerc (pont Gallieni),69007,Lyon 7ème,,45.746408,4.832721,,,,"Tram T1 : quai Claude Bernard, tram T2 : Centre Berthelot",,
,Place Antonin Jutard,69007,Lyon 7ème,,45.756343,4.840694,,,,,,
Association RAIDinLyon,26 rue Pierre Robin,69007,Lyon 7ème,,45.747799,4.857596,06 16 69 63 20,raidinlyon@gmail.com,http://www.raidinlyon.fr,,,
Eglise Saint-André,19 rue de Marseille,69007,Lyon 7ème,,45.752546,4.841038,,,,Tram T2 : Arrêt Saint-André - Métro D : Guillotière,,
Musée Lumière - Institut Lumière,25 rue du Premier Film,69008,Lyon 8ème,,45.744912,4.870441,04 78 78 18 95,contact@institut-lumiere.org,http://www.institut-lumiere.org,Métro D : Monplaisir-Lumière,XIXe-XXe,"Le Musée Lumière permet de découvrir les différentes inventions des frères Lumière, leur cadre de vie, ainsi que de nombreux jouets optiques liés à l’invention du cinéma."
Hôpital Saint-Jean-de-Dieu,290 route de Vienne,69008,Lyon 8ème,,45.724661,4.854009,,,,Bus C12 : Hôpital Saint-Jean-de-Dieu,XVe-XIXe,"Situé au sud de Lyon, l'hôpital Saint Jean de Dieu s'est déployé au XIXe siècle autour d'un ancien château. Bâtiments et parc composent un ensemble exceptionnel aux multiples secrets."
Musée Urbain Tony Garnier,4 rue des Serpollières,69008,Lyon 8ème,,45.733564,4.863102,04 78 75 16 75,musee@mutg.org,http://www.museeurbaintonygarnier.com,"Tram T4 : Musée urbain Tony Garnier - Tram T2 : Bachut-mairie du 8e - Bus C16, C22, C25 : États-Unis-Tony Garnier",XXe ,Le Musée invite à découvrir l'architecture sociale des années 1930 via un parcours en plein-air de 25 murs peints ainsi qu'un appartement musée des années 1930.
Grande Mosquée de Lyon,146 boulevard Pinel,69008,Lyon 8ème,,45.736844,4.890813,,,,Tram T2 : Vinatier / Métro D : Laënnec,XXe ,"Mosquée inaugurée en 1994, d’une grande richesse architecturale à travers le minaret, le patio, la salle de prière."
Résidence Le Victoria,16 rue de la Solidarité,69008,Lyon 8ème,,45.741238,4.857463,,,,Tramway T4 et T2 : Jet d'eau Mendès France,XXIe,"""Le Victoria, un nouvel esprit de famille"". GrandLyon Habitat a créé son premier immeuble intergénérationnel : 30 familles, 20 jeunes, 10 personnes handicapées, 15 personnes âgées, qui adhèrent aux valeurs de la résidence, basées sur l'écoute, la solidarité, l'entraide."
Jardin Présanty,"En face de l'allée 102, avenue Paul Santy",69008,Lyon 8ème,,45.728916,4.873801,,,,Tram T4 : Etats-Unis Viviani,,Jardin collectif et pédagogique du Pré Santy.
Mission Entrée Est,"Place Marc Sangnier, avenue Mermoz",69008,Lyon 8ème,,45.732376,4.882497,,,,Métro : Mermoz- Pinel (sortie côté Lyon),,La Mission coordonne et informe sur le projet de développement urbain du quartier Mermoz et les mutations qui y sont à l'œuvre.
Église Saint Jacques des États-Unis,51 rue Jean Sarrazin,69008,Lyon 8ème,,45.731589,4.867004,,,,Tram T4 / Bus C16-C22-C25-448 : États-Unis Tony Garnier,,
Musée d'histoire de la médecine et de la pharmacie,8 avenue Rockefeller,69008,Lyon 8ème,,45.742446,4.880166,,,,"Métro D, Tram T2, Bus C8-C13-C16-C22-C26-24 : Grange-Blanche",,
,Place Ambroise Courtois,69008,Lyon 8ème,,45.744838,4.871207,,,,métro D : Monplaisir-Lumière,,
Eglise Saint-Pierre de Vaise,3 boulevard Saint-Exupéry,69009,Lyon 9ème,,45.772914,4.808326,,,,"Bus 19, 66, 45 : Saint-Pierre de Vaise",XIXe ,"Église de 1843 construite par Tony Desjardins, dont la façade possède un curieux zodiaque, et qui se distingue par un cycle de vitraux sur la vie de Saint Pierre, signé le maître verrier fidésien Jean Coquet."
Fort de Vaise,25-27 boulevard Saint-Exupéry,69009,Lyon 9ème,,45.772788,4.808321,,,,Bus 90 : les Carriers,XIXe ,Fort de la 1ère ceinture défensive de Lyon.
Musée Jean Butaud,59 rue de Saint-Cyr,69009,Lyon 9ème,,45.783917,4.808062,,,,Métro D : station Gare de Vaise - Bus 2-20-22 : La Voûte,XIXe ,"Musée présentant des outils, outillages et matériels de différents métiers du bâtiment depuis 1870."
Espace Balmont / CinéDuchère,308 avenue Andreï Sakharov,69009,Lyon 9ème,,45.788374,4.800570,,,,"Bus C6, C14 : Duchère Piscine – Bus 21, 89 : Duchère Balmont",XXe ,"Église construite par des élèves de Le Corbusier, désacralisée puis reconvertie en cinéma."
Eglise de l'Annonciation,20 rue Laporte – Place de Paris,69009,Lyon 9ème,,45.778490,4.804440,,,,"Métro D, Bus 31-2-45-44-36 : Gare de Vaise",XXe ,Église de style suisse alémanique construite avec les dommages de guerre et achevée en 1959.
France Télévisions,51 rue des docks,69009,Lyon 9ème,,45.789036,4.813651,,,,"Métro D : station Gare de Vaise, puis Bus 31, 43 : Jean Marcuit",XXIe ,"Entité de France 3 en charge de fabriquer, pour le satellite et les différentes box, des éditions d’information pendant les décrochages régionaux."
Tour panoramique,avenue du plateau,69009,Lyon 9ème,,45.784081,4.794684,,,,Bus C14 : Duchère - Château ; Bus C6 : Duchère Piscine,,
Eglise du Plateau,240 avenue du Plateau,69009,Lyon 9ème,,45.782727,4.793834,,,,Bus C14 arrêt Duchère – Avenue du Plateau,,
,Place Abbé Pierre,69009,Lyon 9ème,,45.786222,4.795147,,,,C14 : Duchère-Martinière,,
,Place Henri Barbusse,69009,Lyon 9ème,,45.798117,4.829937,,,,"Bus 31, 43 : Ile Barbe",,
Musée des sciences biologiques Docteur Mérieux,309 avenue Jean Colomb,69280,Marcy-l'Étoile,,45.783501,4.713990,,,,Bus 98 : Parc Lacroix-Laval,XXe-XXIe ,"Musée consacré à l'histoire de la vaccination, la famille Mérieux et l'évolution de la commune de Marcy-l’Étoile."
Domaine de Lacroix-Laval,1171 route de Sain-Bel,69280,Marcy-l'Étoile,,45.784850,4.716695,,,,Bus 98 : Parc Lacroix-Laval - Train : Charbonnières ou Halte gare Casino,,
Centre de maintenance de Rhônexpress,190 rue Antoine Becquerel,69330,Meyzieu,,45.767388,5.033034,,,,Tram T3 : arrêt Meyzieu Les Panettes,,"Découverte des coulisses de Rhônexpress, le Smart Link reliant Lyon à l'aéroport Lyon-Saint Exupéry."
Eglise Saint-Pierre,Place de l'Eglise,69250,Montanay,,45.881321,4.864032,,,,Bus 97 : La Poype,XVe ,Eglise remarquable par son clocher datant du Moyen-Âge et ses peintures murales du XVe siècle.
Maison du patrimoine,641 rue Centrale,69250,Montanay,,45.880833,4.862360,,,,Bus 97 : La Poype,,Salle d'exposition située à l'arrière de l'ancienne mairie.
Eglise Notre Dame de l'Assomption,Place Ampère,69250,Neuville-sur-Saône,,45.876507,4.838716,,,,Bus 40-43-70-84-97-184 : Neuville  ; SNCF : gare de Neuville Villevert,XVIIe ,Eglise construite à partir de 1677 et consacrée en 1681 par Mgr Camille. Intérieur rénové en 2013.
Parc d'Ombreval,0,69250,Neuville-sur-Saône,,45.877487,4.839788,,,,Bus 40-43-70-84-97-184 : Neuville ; SNCF : gare de Neuville Villevert,,
Tour de l'Echo,Chemin de l'Echo,69250,Neuville-sur-Saône,,45.882743,4.840319,,,,Bus 40-43-70 ; SNCF : gare de Neuville Villevert,,
Mairie - Château d'Ombreval,Place du 8 Mai 1945,69250,Neuville-sur-Saône,,45.877388,4.840253,,,,Bus 40-43-70-84-97-184 : Neuville  ; SNCF : gare de Neuville Villevert,,
Halte fluviale,Quai Pasteur,69250,Neuville-sur-Saône,,45.876785,4.838422,,,,Bus 40-43-70-84-97-184 : Neuville,,
MJC,15 Place du 8 Mai 1945,69250,Neuville-sur-Saône,,,,,,,Bus 40-43-70-84-97-184 : Neuville ; SNCF : gare de Neuville Villevert,,
La Sarra,7 rue de la Sarra,69600,Oullins,,45.712443,4.803944,,,,"Métro B : Gare d’Oullins - Bus C10, 63 : Oullins Ville - C7 : Oullins Mairie",XVIe ,"Gentilhommière avec tour, clocher et splendide parc."
Collège et lycée Saint Thomas d'Aquin,56 rue du Perron,69600,Oullins,,45.710632,4.809639,,,,"Bus 10, C7, 63 : arrêt Oullins-Mairie",XVIIIe-XIXe ,Ancienne résidence d'été des archevêques de Lyon. Chapelle construite par Bossan et décorée par Paul Borel.
Château de la Bussière,60 chemin du Buisset,69600,Oullins,,45.717007,4.802407,,,,"Bus lignes 11, 12, 14 : arrêt La Bussière - C10, 63, 78, 88 : arrêt Mairie d'Oullins",XXIe,"Bâtiment du XVIe siècle, il accueillera des logements intergénérationnels."
Médiathèque Memo,8 rue de la République,69600,Oullins,,45.716939,4.811155,04 26 04 11 71,,,"Bus C7, C10, 14, 63, 88 : Pont d'Oullins - Métro B : station Gare d'Oullins",XXIe,"Inaugurée en 2010, la médiathèque propose une collection de 87000 documents."
Ecole Jean-Jaurès - Cité Kaps,1 avenue Jean Jaurès,69600,Oullins,,45.713974,4.819411,,,,"Métro B : Gare d'Oullins - Bus 15, 88 :La Saulaie ou Gare d'Oullins - Bus 11, 12, 14, 17, 18, 78 : Gare d'Oullins",XXIe,"La  cité ""KAPS"" ( Kolocs à Projets Solidaires), résidence étudiante, propose de co-habiter autrement."
Petit Perron - Château des Gondi,89 rue Voltaire,69310,Pierre-Bénite,,45.700607,4.811353,,,,"Bus C7,  17 : Petit Perron - Bus 88 : Pavillon médical",XVIe ,Maison avec une façade à arcades de style toscan ouverte sur les jardins. 
Station d'épuration,Chemin du Barrage,69310,Pierre-Bénite,,45.694123,4.836737,,,,"Bus 15, 18 : Les Mûriers + 20 min de marche sur voies non sécurisées",XXe ,"Conçue comme un outil pédagogique au service de l'écologie, la station de traitement des eaux usées est dotée d’un parcours pédagogique qui permet de découvrir et comprendre le grand cycle de l’eau et les étapes du traitement des eaux usées avant leur rejet au milieu naturel. "
Maison du Peuple,4 place Jean Jaurès,69310,Pierre-Bénite,,45.704058,4.822962,04 78 86 62 90,,http://www.maisondupeuple.org,Bus : Pierre-Bénite centre,,
Tour Risler,82 chemin de la Tour Risler,69250,Poleymieux-au-Mont-d'Or,,45.862147,4.798448,,,,Bus 84 : Poleymieux Eglise,XIIe ,Ancienne tour de défense du château de Poleymieux.
Musée André Marie Ampère,300 rue Ampère,69250,Poleymieux-au-Mont-d'Or,,45.853886,4.799197,,,,Bus 84 : Ampère,XVIIIe ,"Maison de jeunesse du savant Ampère et musée de l'électricité, avec des expériences interactives. Label Maison des Illustres."
,Chemin de Planchamp,69250,Poleymieux-au-Mont-d'Or,,45.858388,4.800947,,,,Bus 84 : Poleymieux Eglise,,
Chapelle,Place Saint-Jean - Hameau de la Chapelle,69650,Quincieux,,45.908863,4.758690,,,,Bus 92 : Route de Chasselay,XIIe ,"Chapelle de style roman, auvent de bois, fenêtres en ogives, barres en encorbellement."
Fort militaire de Vancia,Chemin de Sathonay-Village,69140,Rillieux-la-Pape,,45.835121,4.909891,,,,Bus C5 : Vancia - Village,XIXe ,"Edifice militaire de 23 000 m², maillon de la ceinture de défense de Lyon construite après 1870."
Hôtel de Ville,165 rue Ampère,69140,Rillieux-la-Pape,,45.818451,4.897686,,,,"Bus C2 : Verchères, C5 : Collège Paul Emile Victor ou espace Baudelaire - puis 5 minutes de marche à pied",XIXe ,"L'Hôtel de Ville de Rillieux-la-Pape est installé, depuis 1977, dans un ancien château bâti au XIXe siècle, dit château Ranvier. Les aménagements d'extension et de rénovation, achevés en 1999, allient ancien et moderne. Il abrite aujourd'hui le mécanisme de l'ancienne horloge de l'église Saint-Denis."
Espace Baudelaire,83 avenue de l'Europe,69140,Rillieux-la-Pape,,45.814654,4.895961,04 37 85 01 50,,,Bus C2-C5 : Espace Baudelaire,XXe ,"L’espace Baudelaire a été construit en 1986, au cœur de la ville nouvelle et à proximité des collèges et lycées. Son architecture de verre et d’acier privilégie la lumière, la transparence et l’ouverture."
Gymnase Hacine Chérifi et Groupe scolaire Paul Chevallier,19 rue Fleury Salignat,69140,Rillieux-la-Pape,,45.823293,4.895741,,,,Bus 33 : Paul Chevallier,XXIe ,"Le Gymnase Hacine Chérifi est inauguré en janvier 2015. Ces murs et sa charpente sont en ossature bois et l’isolation en bottes de paille. La construction est partiellement enterrée pour s’intégrer au site. Le projet du Groupe scolaire, inauguré en octobre 2012, a été pensé pour respecter l’environnement. Ces bâtiments ont reçu plusieurs prix d'architecture. 
"
