descriptif,name,adresse1,adresse2,town,postal_code
"Charmante Église. Selon Pilot de Thorey, l'église de la Terrasse a été reconstruite au Moyen Äge sur l'emplacement et avec les matériaux de l'église primitive de St-Aupre qui aurait été construite au VIIe siècle; on suppose que sur cet emplacement, existait un très ancien lieu de culte chrétien, au cours de la démolition du porche et du clocher en 1864 la découverte dans les fondations d'une inscription funéraire datée de 522, et de deux sarcophages datés du VIIIe et IXe siècle, témoigne de cette ancienneté.",Eglise Saint-Aupre,Route départementale 1090,,La Terrasse,38660
"Ce château construit au milieu du XVe siècle a été peu modifié à l'extérieur. Il est composé de deux ailes en équerre flanquées à chaque extrémité d'un puissant pavillon. La cour d'honneur a un cadran solaire, un puits couvert remplaçant le puits qui était à l'intérieur du château au XVe siècle. Il est entouré d’un parc de quatre hectares.",Château de Tournin,Route de Virieu,,La Tour-du-Pin,38110
"Demeure emblématique de la ville, typique de la Renaissance, la façade côté rue d'Italie est protégée au titre des Monuments historiques. En 2012, la partie située rue de Châbons est devenue la Maison du patrimoine. On y découvre des collections privées et le patrimoine local et régional à travers des expositions temporaires.",Maison des Dauphins,Angle rue d'Italie et rue Châbons,,La Tour-du-Pin,38110
"Le plus ancien magasin de la ville, ouvert en 1870, est géré par la même famille depuis 5 générations. De la vente de raisins et du vin en vrac, en passant par les bouchons et le semi-gros, l’établissement qui fêtera en 2015 son 145e anniversaire possède aujourd’hui une cave de plus de 350 crus.",Maison Gonin,"20, rue d'Italie",,La Tour-du-Pin,38110
"le premier tryptique, œuvre d’un auteur inconnu daté de 1541, est protégé au titre des Monuments historiques ; le second, commande de la ville, a été peint en 2000 par le maître d’art sacré contemporain, Arcabas.",Eglise Notre-Dame-de-l'Assomption,Place de l'église,,La Tour-du-Pin,38110
"Les halles de style néo-classique, construites en 1826, ont été restaurées en 2009. Elles accueillent aujourd'hui l'office de tourisme, le service culturel et le service communication de la ville ainsi que des espaces dédiés aux sciences, aux spectacles et aux expositions avec deux salles, la Cave et le Grenier.",Les Halles,,,La Tour-du-Pin,38110
"Ce cimetière est peut-être le plus ancien de la région. Hippolyte Müller y a découvert des sarcophages gallo-romains. Il est groupé autour d’une chapelle dédiée à l’évêque Ferolus, devenu Saint-Ferjus. On y rencontre des tombes de personnalités connues issues des grandes familles grenobloises et tronchoises.",Cimetière ancien,Avenue du Maquis du Grésivaudan,,La Tronche,38700
"Le musée, à travers les oeuvres d'Ernest Hébert et celles de ses amis ou de ses élèves, retrace la carrière d'un peintre académique ayant traversé le XIXe siècle. La maison présente, avec son mobilier et ses nombreux souvenirs, un aspect de la vie familiale du peintre. l'ensemble auquel il faut ajouter les beaux jardins, constitue un domaine de charme qui est un des rares témoignages de maison d'artiste en Rhône-Alpes",Musée Hébert,Chemin Hébert,,La Tronche,38700
"Qu’est-ce que la restauration de tableaux, qu’est-il possible de faire selon les degrés de dégradation ? Explications techniques, dossiers photographiques, questions- réponses avec le public. Présentation des travaux en cours.",Atelier de restauration Isabelle Rollet,"118, Grande Rue",,La Tronche,38700
"Restauration de bois dorés : cadres, miroirs, statuettes. Suivi des différentes étapes de restauration avec travaux en cours, explications techniques, présentation de travaux, dossiers photographiques.",Atelier de restauration Marie De Lara,"118, Grande Rue",,La Tronche,38700
Salle de spectacles et d'expositions.,La Faïencerie,74 Grande Rue,,La Tronche,38700
"La maison Girier, construite au XIXe siècle, est devenue l’une des figures emblématiques de la commune. Après restauration, la municipalité lui donne une place majeure.",Maison Girier,Place du Docteur Ogier,,La Verpillière,38290
"« C’est de ce pays au fond que j’ai été fait pendant presque vingt ans ». A Giono le Provençal répond ainsi Giono le Dauphinois. S’il campe une grande part de son œuvre dans ce pays, son imaginaire a recomposé les paysages et transformé les hommes pour mettre en scène les drames et les affrontements. Cet intime lieu de mémoire, où la littérature et l’écriture tiennent la première place, évoque tantôt un Trièves heureux, tantôt une campagne aride et vindicative.",Espace Giono,Le village,,Lalley,38930
"Forge installée sur la place du village en 1836, en activité jusqu'en 1976. A la fabrication et à la pose des fers à chevaux et à bœufs, se sont ajouté la réparation d’outillage agricole, le travail de serrurerie et de fer forgé. Le détré est un appareil à ferrer les bœufs, il est proximité de la forge. L’ensemble est protégé au titre des Monuments historiques.",Forge et détré de Lalley,Place du village,,Lalley,38930
"Autrefois village rural et montagnard, Lans a su se développer au fil des siècles, en devenant une halte sur la voie du tram qui montait de Grenoble puis en devenant une station climatique renommée. De toutes ces époques, Lans-en-Vercors a su conserver des traces, dont son église médiévale reconstruite entre le XVIe et le XIXe siècle, son architecture traditionnelle et ses toitures agrémentées de «saut de moineau».",Le village,,,Lans-en-Vercors,38250
"La richesse de sa collection minéralogique et le dynamisme de la mise en scène de la faune en font un formidable espace de découverte du patrimoine naturel et culturel de l'Oisans. Le musée est un centre d'accueil du Parc national des Ecrins : sa salle de projection vous transporte au coeur du parc, à la découverte de la faune alpine.",Musée des Minéraux et de la Faune des Alpes,Place de l'Eglise,,Le Bourg-d'Oisans,38520
"Dans cette église romane, se trouve un vitrail du XIIe siècle classé au titre des Monuments historiques et la chapelle privée dédiée à la Sainte-Croix.",Eglise Notre-Dame,Place de la mairie,,Le Champ-près-Froges,38190
,Jardin des Tourbières,Jardin des Tourbières,,Le Grand-Lemps,38690
"Habitat rural en pisé du début du XIXe siècle avec jardin (fleurs et plantes médicinales), potager (légumes anciens) et vergers. Les plantes locales à vertus: comestibles sauvages, médicinales ou plantes utiles : déambulation libre au jardin conservatoire documenté.",Ferme du Regardin,"360, chemin du Regardin",,Le Mottier,38260
"Sur un site de 1.5 ha comprenant une motte castrale, les ruines du château de Bocsozel sont constituées de deux tours du XIIe siècle dominant la plaine du Liers. Visites guidées pour les adultes et visites spéciales pour les enfants.",Site médiéval de Boscozel,chemin de Bocsozel,,Le Mottier,38260
"Avec son immense toiture en tuiles écaille et sa parfaite symétrie le château du Passage est l'une des plus belles demeures du Dauphiné. Très clasiqque, la façade orientale ordonne vers les jardins ses 21 fenêtres sur deux niveaux, inscrivant dans une rigoureuse géométrie sa porte d'entrée et un fronton triangulaire surmontant le corps central. Très belle enfilade de pièces aux boiseries peintes. Chapelle avec trois autels en marbre.",Château du Passage,2 route de Virieu,,Le Passage,38490
"Dans un parc d'environ 2 ha, découvrez les allées aux noms d'artistes du début du XXe siècle et le théâtre de verdure. Au milieu, la maison où vécut Raymond Saint-Prix, pensionnaire de la Comédie Française vers 1915, qui reçut ici nombre de ses amis artistes, peintres, sculpteurs, mais surtout comédiens ou tragédiens qui ont donné dans ce parc des représentations entre 1932 et 1952.",Maison du souvenir et des artistes - Parc de Beauregard,"20, rue Laurent Nivoley",,Le Péage-de-Roussillon,38550
"Découverte de l’orgue Cavaillé-Coll / Saby installé au début des années 1970 par H. Saby. Il est le résultat d'un assemblage de plusieurs instruments anciens. La grande majorité de la partie instrumentale (tuyaux, sommiers, mécanique) est signée du célèbre facteur d'orgue Aristide Cavaillé-Coll provenant du temple de Poissy. Le buffet abritait un orgue de Merklin qui était installé dans l'église des missions africaines à Lyon. Au cours des visites, vous pourrez voir et comprendre comment fonctionne cet instrument et bien évidemment l'écouter !",Eglise Saint-Jean-Baptiste,Place Paul Morand,,Le Péage-de-Roussillon,38550
"Joyaux du patrimoine naturel rhodanien caché dans le couloir de la chimie, les espaces naturels protégés de l’île de La Platière constituent le plus vaste ensemble naturel sur le Rhône entre Lyon et la Camargue. Forêt alluviale, mares, prairies sèches, cette mosaïque de milieux façonnés par le Rhône et ses lônes abrite une variété d’espèces végétales et animales importante à explorer le long de nos quatre sentiers de découverte.",Réserve Naturelle Ile de la Platière,Ferme des Oves,,Le Péage-de-Roussillon,38550
"La grange dimiere est une ancienne dépendance du monastère charteux de la silve Bénite. Comme son nom l’indique elle servait à stocker la Dîme, protégée au titre des Monuments historique. Sa charpente au faîtage à plus de 18 mètres est remarquable. ",Grange Dîmière,Montée de la Sylve Bénite,,Le Pin,38730
"L'espace Histo Bus Dauphinois, géré par l'association Standard 216, sauvegarde, restaure et présente au public 37 anciens véhicules de transports en commun ayant circulé dans l'agglomération grenobloise et le département de l'Isère. Une exposition de posters et de documents historiques retrace l'évolution de nos transports, depuis les diligences jusqu'aux tramways modernes. Nous proposons aux visiteurs une balade à travers Pont-de-Claix dans un autobus des années 1960.",Histobus Dauphinois,2 avenue Charles de Gaulle,,Le Pont-de-Claix,38800
"Sur l’un des hauts lieux du massif de Chartreuse, au sommet du Mont Saint-Eynard, ce fort bâti en 1875 est un parfait exemple de l’architecture militaire de défense de la fin du XIXe siècle. Espace historique avec reconstitution de la vie du fort. Vue panoramique sur la ville de Grenoble et les vallées de l’Isère.",Fort Saint-Eynard,Fort Saint-Eynard,,Le Sappey-en-Chartreuse,38700
"Ensemble protégé au titre des Monuments historiques. Le château a conservé les décors fastueux du XVIIIe siècle, mobiliers, tableaux et souvenirs. Il est entouré de superbes jardins en terrasse couronnés d'un remarquable escalier d'eau à l'italienne. Label «Jardin remarquable».",Château du Touvet,Allée du Château,,Le Touvet,38660
Siège de l'Association nationale des Anciens des Maquis du Grésivaudan (ANAMG). Présentation des portraits des Résistants du Grésivaudan qui ont conduit l'ensemble des Maquis du Secteur VI,Maison des maquis du Grésivaudan,Route de la Montagne,,Le Touvet,38660
"Le petit’’ terrain d’aviation discret, proche des rives de l’Isère, ouvert en 1949 (66 ans déjà !) par Albert Girard-Blanc, a donné naissance à un vrai aérodrome en 1967, suite à la fermeture de l’aéroport de Grenoble-Eybens pour cause de Jeux Olympiques et au transfert de ses nombreuses activités sur le site du Versoud. Agrandi et modernisé : aéro-clubs, vol à voile, Protection civile, sociétés de travail aérien par hélicoptères, ateliers de réparation et de maintenance d’avions, l’aérodrome fait partie du patrimoine local.",Aérodrome de Grenoble,Le Versoud,,Le Versoud,38420
"L’Église Saint-Nicolas, patron des mariniers à qui toute l’histoire du village est liée, abrite outre une magnifique croix de mariniers de 1830, l’œuvre somptueuse de Maurice Der Markarian, peintre d’origine arménienne et rochelais pendant 40 ans.",Eglise Saint-Nicolas,"25, rue Victor Hugo",,Les Roches-de-Condrieu,38370
"Ce musée est consacré à deux temps forts de la vallée de la Romanche. Le temps géologique avec l'histoire du métamorphisme alpin, qui a façonné le relief de cette vallée et lui a apporté les atouts nécessaires à son développement industriel. Le temps de l'industrialisation, des premiers moulins aux activités électrométallurgiques et électrochimiques. Une histoire des paysages, des techniques et des hommes.",Musée de la Romanche,Route des Alpes,Rioupéroux,Livet-et-Gavet,38220
"L’implantation d’un lieu de culte à cet endroit remonte sans doute au XIe siècle. De l’époque romane subsistent la nef et le mur clocher. Autour de la chapelle se trouve le cimetière du hameau. L’ensemble protégé au titre des Monuments historiques constitue un témoin du passé du hameau originellement aussi important que le centre village. En 2005, des décors datant du XIVe siècle et une litre funéraire ont été découverts et ont fait l’objet de travaux de restauration.",Chapelle d'Illins,Route de la chapelle,Hameau d'Illins,Luzinay,38200
"Malleval-en-Vercors, haut-lieu de la Résistance, fut envahi dans la nuit du 28 au 29 janvier 1944 par les nazis qui ont exterminé de nombreux villageois et résistants. Le Gisant est une œuvre de Michel Chauvet édifiée en mémoire des victimes.",Le Gisant,Malleval-en-Vercors,,Malleval-en-Vercors,38470
"Cette abbatiale du XIe siècle, protégée en 1854 au titre des Monuments historiques, est la plus grande église romane de la région. Elle faisait partie d'un prieuré détruit pendant les Guerres de Religion.",Abbatiale Saint-Pierre,Place du Prieuré,,Marnans,38980
Ancienne demeure de la famille Bernard-de-Pelagey qui a gardé de beaux parquets au rez-de-chaussée.,Mairie de Massieu,65 Allée du Château,,Massieu,38620
"Cette charmante église de village au plan en croix latine, a été reconstruite au XIXe siècle sur l'emplacement d'une église plus ancienne.",Eglise,Rue du Bourg,Montée de l'église,Massieu,38620
Le parc de la Murgière est un sentier botanique créé par Madame Bernard-de-Pelagey en 1850.,Parc de la Murgière,Allée du château,,Massieu,38620
"Ce lieu de conservation et de valorisation d'archives locales a pour objectif de mettre à disposition des matériaux de recherche pour qui s'intéresse à l'histoire du Trièves et des environs, mais aussi à la vie des sociétés rurales de moyenne montagne.",Fonds Documentaire Trièvois,Rue Louis Rippert,,Mens,38710
"Œuvre du peintre Gustave Riquet, les peintures intérieures réalisées en 1896 représentent des paysages de la région. Le plafond est orné de chérubins et de figures allégoriques symbolisant les vendanges et les moissons.",Café des Arts,Boulevard Edouard Arnaud,,Mens,38710
"Situé au cœur du centre historique de Mens, ce musée retrace l’histoire des hommes qui ont façonné le paysage du Trièves. Véritable musée de pays, il donne toute sa place aux premières occupations humaines, au patrimoine rural, à la vie villageoise ainsi qu’aux artistes ayant séjourné sur ces terres (Jean Giono, Edith Berger, Emile Gilioli). La visite est conçue comme une invitation à la découverte du territoire, des sites et monuments chargés d’histoire et des paysages si caractéristiques de cette région.",Musée du Trièves,place de la Halle,,Mens,38710
"Construite en 1631 pour arrêter une épidémie de peste, cette chapelle est située à l’entrée du village en venant de Voiron, sur le hameau de Saint-Roch.",Chapelle Saint-Roch,Route de Saint-Roch,,Miribel-les-Échelles,38380
"Randonnée pédestre traversant le cœur du village avec son patrimoine caractéristique : chapelle de l’Alumnat, rue des Balcons, Notre-Dame du Château, table d’orientation sur le massif de Chartreuse et l’ancienne carrière de molasse.",De la Madone au Rocharay,,,Miribel-les-Échelles,38380
"Solidement assise sur son roc, véritable réplique de la basilique de Fourvières, l’Alumnat et sa chapelle (dédiée à Notre-Dame-du-Rosaire et à Saint-Antoine- de-Padoue) sont construites sur un théâtre en crypte.",Chapelle de l'Alumnat,Chemin de l'Alumnat,,Miribel-les-Échelles,38380
"Cette chapelle, de style néogothique, a été restaurée en 2004.",Chapelle de l'Erigny,Allée des platanes et des marronniers,,Moirans,38430
"Château des XVIe et XVIIe siècles, jardins en terrasse à la française dans un parc arboré, cadran solaire du XVe siècle. Nombreuses animations, visites guidées du château, démonstration de savoirs-faire (taille de pierre), dégustation fromages locaux, circuit découvert en accès libre sur plusieurs sites de la commune : vestiges ancienne église cistercienne, château de Bresson et producteur de Spiruline.",Chateau de Bresson,494 montée des murs,,Moissieu-sur-Dolon,38270
"Église du XIe siècle protégée au titre des Monuments historiques en 1976, depuis la découverte de la fresque par Paul Datry, ancien maire et curé du village. Les parois internes de l'abside présentent deux scènes peintes qui datent probablement de la première moitié du XIVe siècle. L'une évoque le martyr de saint Laurent, l'autre pourrait représenter saint Jocond.",Eglise St Laurent,Route de Monsteroux,,Monsteroux-Milieu,38122
"Ce lieu original met en valeur le patrimoine industriel de la pierre et de ses savoir-faire. L’exposition permanente dresse un portrait sensible des pierres du pays, de l’histoire des techniques, et celle des Hommes qui, d’hier à aujourd’hui, se sont penchés sur ce matériau. 
La visite est complétée par celle de la maison de Pays qui reconstitue l’intérieur d’une habitation d’un tailleur de pierre de la fin du XIXe siècle.",Maison de la Pierre au Ciment,1 rue du Rhône,,Montalieu-Vercieu,38122
"Un musée entièrement dédié aux exploits de l'aviateur Adolphe Pégoud, pionnier de l'acrobatie aérienne qui effectua le premier saut en parachute et le premier looping en 1913. Il est mort pour la France le 31 août 1915, à Petit-Croix dans le territoire de Belfort. A travers des vidéos, documents écrits, photos, vêtements et de nombreux objets consacrés à l'aviation, le musée retrace cette épopée.",Musée Pégoud,Place Pégoud,,Montferrat,38620
"Atelier de restauration d'œuvres d'art, spécialisé dans les huiles sur toile, les sculptures et les créations contemporaines. Atelier proposant également des cours de copie de tableaux, tous niveaux, tous âges. Des démonstrations vous seront présentées pour comprendre le travail du restaurateur.",Atelier de restauration Marlène BAS PINTO,833 route des chevrots-Barbarin,,Montseveroux,38122
"Découverte du patrimoine naturel : faune, flore en bordure de Sanne",Espace naturel sensible de la Sanne,"93, place du château",,Montseveroux,38122
"Eglise du XIIe siècle, située à 50 mètres au nord du château, de style roman, elle est partiellement protégée au titre des Monuments historiques. Peintures murales remarquables dans le chœur.",Eglise St Martin,Coeur du village,,Montseveroux,38122
"Forteresse du Moyen Âge, le château du XIIIe siècle est protégé au titre des Monuments historiques. En forme de quadrilatère il se compose de quatre murailles flanquées de quatre tours d'angle rondes, il se visite principalement de l'extérieur",Chateau de Montseveroux,Le village,93 place du Château,Montseveroux,38122
"Attiré par la lumière qui baigne les environs, le peintre pré-impressionniste François-Auguste Ravier s’installe sur les hauteurs de la ville de Morestel. Sa demeure offre un surprenant panorama et se remarque par l’élégance de son architecture et de ses jardins.
Depuis 1992, elle abrite une exposition permanente et propose régulièrement  de découvrir d’autres artistes de talents. En 2012, la Maison a reçu le label « Maisons des illustres ».",Maison Ravier,"302,  rue Auguste Ravier",,Morestel,38510
Moulin à blé du XIXe siècle avec ses amenées d’eau et sa réserve. Il posséde une roue à augets de 10 m de diamètre classé Monuments historiques.,Moulin de Nantoin,"32, route du Moulin",,Nantoin,38260
"Espace d'exposition temporaire dédié à la fois au patrimoine et à toutes expressions artistiques, peinture, sculpture, musique, ou toutes autres formes de mise en valeur de la mémoire collective.",Eglise,Eglise,,Nivolas-Vermelle,38300
"L’église Sainte-Marie, protégée au titre des Monuments historiques, possède une nef carolingienne et un chœur datant du XIe siècle. Bâtie sur un étroit replat et entourée de murs de soutènement, cette église paroissiale se trouve à proximité immédiate du cimetière. Sa caractéristique originale est sa tour-clocher qui s’incline vers le sud.",Eglise Sainte-Marie,Notre-Dame-de-Mésage,,Notre-Dame-de-Mésage,38220
"La chapelle Saint-Firmin, datée du XIe siècle, est l'un des édifices les plus représentatifs de l'architecure romane du Dauphiné. Protégée au titre des Monuments historiques en 1962. Elle faisait partie d'une commanderie hospitalière dont les bâtiments aujourd'hui disparus étaient encore en usage au XVe siècle.",Chapelle Saint-Firmin,Notre-Dame-de-Mésage,,Notre-Dame-de-Mésage,38220
"Exposition permanente sur le thème de la peinture et des paysages de l’Isle Crémieu au XIXe siècle. L’auberge présente également, dans la salle principale, deux peintures murales du peintre Tassier.",Auberge des peintres,"35, place Rouvière",,Optevoz,38460
L’église d’Ornacieux date du XIXe siècle. Vitrail à l'effigie de la Bienheureuse Beatrix restauré en 2006. Restauration du chemin de croix en plâtre moulé polychrome.,Eglise,Place de l'église,,Ornacieux,38260
"Ce four, construit en 1898, appartenait à plusieurs familles du Bourg qui venaient y faire cuire leur pain tous les quinze jours ou toutes les trois semaines jusqu’aux années 50. Délaissé depuis, il a été racheté par la municipalité en 2000 puis restauré en 2003. C’est le seul four banal qui subsiste à Oyeu parmi la dizaine qui existait autrefois. La « mise en chaude » se fait par combustion de bois bien sec. ",Four à pain du Bourg,Le bourg,,Oyeu,38690
"Cet édifice religieux fut grandement endommagé durant les Guerres de Religion. La nef et le clocher ont été reconstruits en 1788, le chœur et la sacristie en 1841 et le tout repris en 1871 dans le style néo-gothique.",Église Saint-Georges,Montée de l'église,,Pact,38270
"Installé dans une maison ancienne qui abritait un estaminet et la forge du hameau des payas, le musée évoque la vie d'autrefois et les épisodes importants de l'histoire contemporaine locale (construction du barrage du Sautet, catastrophe aérienne de l'Obiou...).",Maison du patrimoine,Les Payas,,Pellafol,38970
"L’abside de cette église montre d’intéressants chapiteaux sculptés du XIIe et des peintures murales du XVIIe siècle. Présence également d’une mosaïque gallo-romaine, probablement le revêtement d’une pièce d’apparat d’une villa. Partiellement protégée au titre des Monuments historiques.",Église Saint-Loup,Route de la Côte,,Penol,38260
"L’écomusée des forges et moulins de Pinsot présente un ensemble de moulins mis en mouvement par trois turbines hydrauliques (moulin à huile, moulin à farine et martinet de forge). Ce musée de site est un témoignage vivant des savoir-faire traditionnels en vallée du Haut-Bréda. Moulins agricoles, forge et scierie fonctionnent toujours grâce à la force du torrent, dans un mélange d’odeurs et de battements fascinants. Le parcours - adapté à toute la famille et toujours guidé - offre un éclairage sur les savoir-faire anciens et le travail du fer.",Forges et Moulins de Pinsot,rue Louise Barnier,,Pinsot,38580
"Église achevée en 1892, elle présente à la fois un style néo-gothique et néo-roman. Murs réalisés en galets roulés disposés en arête. Clocher octogonal. À l'intérieur, peintures de Saint-Pierre et de Saint-Charles-de-Borromée.",Église Saint-Blaise,Centre du village,,Pisieu,38270
"Dans le cadre de la rénovation complète du bâtiment mairie-école du début du XXe siècle, la bibliothèque et la salle d'animation ont été créées en 2013.",Bibliothèque municipale,11 place de la mairie,,Pommier-de-Beaurepaire,38260
"Datée du XVIe siècle mais déjà citée en 969, la chapelle de Tournin est l’un des seuls témoins du passé du village. Elle a révélé au cours de sa restauration un décor peint et un lavabo liturgique dans son abside.",Chapelle de Tournin,Chemin de Romagny,,Pommier-de-Beaurepaire,38260
"Reconstruit entièrement en 1852, cet édifice de style néo-roman se caractérise par ses murs en galets roulés déposés en épi, son plan en croix latine, son portail en plein cintre enchâssé dans la façade et ses fenêtres géminées. À voir : le maître autel en marbre (1850) et les statues en bois peint (XVIIIe et XIXe siècles).",Eglise Saint-Romain et Saint-Antoine,Place du Baron du Teil,,Pommier-de-Beaurepaire,38260
"Créé par un groupe d'anciens résistants régionaux, ce musée a pour objectif de léguer à la postérité le souvenir de ce qu'a été le combat des résistants face au nazisme et au régime de Vichy",Musée de la Résistance Régionale et de la Déportation,Place Professeur Trillat,,Pont-de-Beauvoisin,38480
"Pont-de-Beauvoisin, cité du meuble depuis François 1er, possède un musée de la machine à bois de premier ordre. De l’arbre au meuble, la visite se met en route pour la traversée magique d’un univers où le bois est roi. Revivez l’aventure d’un atelier d’ébénisterie d’autrefois à travers un parcours sonore.",Musée de la machine à bois et de l'outillage à main,Place Professeur-Trillat,,Pont-de-Beauvoisin,38480
,Atelier de Sculpture Art sur Bois,77-81 route de Lyon,,Pont-de-Beauvoisin,38480
"Interactif, ludique et pédagogique, ce musée vous entraîne dans un voyage aquatique à la découverte de l’élément Eau. A travers différentes thématiques telles que le cycle de l’eau, l’eau dans le corps, les catastrophes naturelles ou encore une plongée océanique en 3D, il garantit détente et sensations fortes pour petits et grands.",Musée de l'eau,Place du Breuil,BP 15,Pont-en-Royans,38680
"Église du XIIIe siècle, aujourd’hui reconvertie en lieu culturel.",Eglise d'Amblagnieu,Hameau d'Amblagnieu,,Porcieu-Amblagnieu,38390
"Église romane. A découvrir, les tableaux de l'artiste Madeliene Wagner.",Eglise Saint-Pierre,,,Proveysieux,38120
"Restaurer le patrimoine familial et culturel, d’hier et de demain. Atelier de tapissier à 10km de Grenoble, derrière le Néron. L'atelier Osiris est situé sur le balcon sud de Chartreuse, au centre ud village, entre les pentes de l'aiguille de Quaix et le col de Clémencière",Atelier Osiris,"49, route de la Méarie",,Quaix-en-Chartreuse,38950
"Bâtiment d'accueil de la zone nordique des Coulmes et clairières à proximité.
Site représentatif du massif des Coulmes (clairières, forêt de hêtres, lapiaz) et des activités humaines passées (fabrication du charbon de bois) et présentes (loisirs de plein-air)",Le Belvédère,Route du Mont-noir,,Rencurel,38680
"Site géologique remarquable qui donne à voir une vallée fossile dont l'origine remonte à 120 millions d'années. Classé « Espace naturel sensible » par le Département de l'Isère, il est doté d'outils d'interprétation.",ESPACE NATUREL SENSIBLE DE LA VALLÉE FOSSILE DES RIMETS,Route des Rimets,,Rencurel,38680
Cette ferme de village récemment restaurée permet aux visiteurs de découvrir l'atmosphère d'une demeure ancienne. La cuisine a conservé tout son charme avec sa cheminée  accompagnée de son évier et de son potager. La cave avec sa cuve et ses tonneaux témoigne de l'ancienne activité viticole du village. L'étable accueillait les animaux alors que les fourrages et réserves de grains étaient stockés dans la grange située sous les toits.,Maison du patrimoine,"109, grande rue",,Revel-Tourdan,38270
"Cette maison forte à l’origine quadrangulaire, flanquée de 4 tours, trouve très certainement ses origines au XIIIe s. Remaniée au cours des siècles, elle est rendue confortable au XVIIe s par la famille de Murinais, alors seigneurs de Revel. Les peintures murales de cette époque ont été restaurées récemment dans une des tours. Le bâtiment a été morcelé et vendu à la Révolution ainsi que l’ensemble du mobilier.",Maison forte de Beffevent,Foyer rural,,Revel-Tourdan,38270
"Église romane du XIIe siècle, protégée au titre des Monuments historiques en 2012. Peintures murales des XIVe, XVe et XVIIe siècles, autel baroque du XVIIIe siècle.",Eglise Notre-Dame-De-Tourdan,Place de l'école de Tourdan,,Revel-Tourdan,38270
"Maison forte érigée par les seigneurs de Revel au XIVe siècle, devenue un charmant château de villégiature suite aux embellissements du Marquis de Marcieu, gouverneur du Dauphiné et seigneur du Touvet, au XVIIIe siècle. Protégé au titre des Monuments historiques, le château est situé au sein d’un vaste paysage agreste protégé.",Chateau de Barbarin,780 route de Pisieu,,Revel-Tourdan,38270
"Mentionnée dans le «pouillé» de Vienne de 1320-1362, cette église fut construite entre le XIIe et le XVe siècle, comme en témoignent les ouvertures de petite taille de la chapelle et le portail cintré en mollasse. À l’intérieur, d’intéressantes peintures sur toiles du XVIIIe siècle sont présentées dans leur cadre d’origine en bois peint, protégées au titre des Monuments historiques en 1987.",Eglise Saint-Jean-Baptiste,Place de l'église,,Revel-Tourdan,38270
,Centrale hydroélectrique de Vaugris - Compagnie Nationale du Rhône,Route du barrage,,Reventin-Vaugris,38121
"Cette église, de style néo-gothique, a été construite de 1895 à 1897 par Alfred Berruyer. Les vitraux furent exécutés par le maître-verrier Gaudin de Paris.",Eglise Saint-Valère,Montée de l'église,,Rives,38140
"Chapelle édifiée en 1847 par les Blanchet, industriels papetiers à Rives. Elle permettait à la famille et à quelques membres du personnel d’assister aux offices. L’architecte est Alfred Berruyer, élève de Viollet-le-Duc. Les peintures murales et les vitraux sont dus à Alexandre Debelle.",Chapelle des Papeteries,Route de Réaumont,,Rives,38140
"Saint-Vallier est mentionné pour la première fois en 1100. Le cimetière jouxtait le prieuré jusqu’en 1853 et les activités du bourg étaient alors attenantes. En 1897, ses cloches sont transférées à la nouvelle église. En 1905 le prieuré devient le local des activités du patronage catholique, puis une salle de spectacle, le Fémina. C’est actuellement une propriété privée.",Prieuré Saint-Vallier,Rue du 14 Juillet,,Rives,38140
"Ce musée est une mémoire du terroir, du patrimoine et des coutumes. La visite vous emporte dans le Royans du XIXe siècle. Plus de 2000 ibjets présentés.",Musée du Royans,Ancien Presbytère,,Rochechinard,26190
"Première église de Romagnieu dont l'origine remonte antérieurement à 1142, devenue chapelle rurale après la Révolution, entourée de son cimetière au cœur de hameau d'Avaux. Nef rectangulaire terminée par une abside en cul de four, nombreux objets classés Monuments Historiques.
",chapelle st hilaire d'avaux,Chemin de la chapelle,,Romagnieu,38480
"Château Renaissance de style italien où Charles IX et Catherine de Médicis signèrent en 1564 l'Édit de Roussillon, fixant le premier jour de l'année au 1er janvier.",Château de Roussillon,Place de l'Edit,,Roussillon,38150
"Témoin de l'histoire industrielle et de l'identité ouvrière du Pays Roussillonnais, ce quartier à cheval sur Roussillon et Salais-sur-Sanne est reconnaissable à l'alignement typique de ses maisons identiques, précédées chacune d'un jardin. Cet urbanisme est né de l'activité industrielle initiée en 1915 par la Société des Usines Chimiques du Rhône qui deviendra plus tard ""Rhône-Poulenc"".",Quartier des cités,,,Roussillon,38150
"Au cœur des Chambaran l'abbaye abrite une communauté vivante de moniales cisterciennes qui, en ce lieu, s'adonne à la prière et au travail. Son activité économique repose sur une fabrication de chapelets et un magasin de produits monastiques.",Abbaye Notre Dame de Chambarand,200 Impasse du Monastère,La Trappe,Roybon,38940
Il s’agit de l’une des nombreuses constructions de l'architecte diocésain Alfred Berruyer natif de Roybon (1819-1901). L'église est construite en galets roulets et briques associés au ciment moulé.De style néo-roman elle fut érigée entre 1878 et 1880 en partie grâce au don princier de Mme De Luzy de Pélissac.,Eglise Saint-Jean-Baptiste,rue de l'église,,Roybon,38940
